lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm
2024-04-18,14:05:33
select the freq range,"[50, 100]"
3000.0,5.111990994e-08,100.0201708,0.00500501,0.500599
3000.0,6.801967437e-08,100.01975,0.00500496,0.500598
3000.0,6.375878621e-08,100.0200226,0.00500499,0.500604
3000.0,6.543740711e-08,100.0199977,0.00500493,0.500598
3000.0,7.424445074e-08,100.0201648,0.00500503,0.500596
3000.0,6.313753428e-08,100.0199822,0.00500496,0.500599
3000.0,8.003071544e-08,100.0203245,0.00500495,0.500596
3000.0,6.443324202e-08,100.0198959,0.00500502,0.500599
3000.0,7.627942742e-08,100.0201124,0.00500494,0.500592
3000.0,8.311931648e-08,100.0202993,0.00500494,0.500599
3000.0,8.072954691e-08,100.0203424,0.005005,0.500602
3000.0,7.132430228e-08,100.0200735,0.00500498,0.500597
3000.0,7.078323354e-08,100.0202039,0.00500489,0.500594
3000.0,6.509786341e-08,100.0202481,0.00500499,0.500597
3000.0,6.721932768e-08,100.0201831,0.00500504,0.500599
3000.0,7.742460513e-08,100.0202384,0.00500495,0.500593
Freq,3000,Rs,100.0201256,0.0001636539275428383,Ls,7.0134958935e-08,8.296572948916215e-09
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 3000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
5000.0,3.144707643e-08,100.0201599,0.00500006,0.500107
5000.0,2.520542791e-08,100.0201872,0.0050001,0.500106
5000.0,2.299920697e-08,100.0202043,0.00500008,0.500112
5000.0,3.059745667e-08,100.0201802,0.00500009,0.500115
5000.0,2.046165675e-08,100.0202078,0.00500012,0.500114
5000.0,2.914281488e-08,100.0200672,0.00500007,0.500107
5000.0,2.569283195e-08,100.0197382,0.00500009,0.500109
5000.0,2.598816208e-08,100.0198689,0.00500007,0.500099
5000.0,2.17768615e-08,100.0202911,0.00500005,0.500113
5000.0,2.948106577e-08,100.0202573,0.00500004,0.500106
5000.0,3.298941759e-08,100.0200985,0.00500006,0.500111
5000.0,3.009104933e-08,100.0202978,0.00500005,0.500106
5000.0,3.073925462e-08,100.0199843,0.00500005,0.500099
5000.0,3.4636826e-08,100.0200721,0.00500004,0.500102
5000.0,3.205032946e-08,100.0201276,0.00500001,0.500103
5000.0,2.554067393e-08,100.0200534,0.00500004,0.50011
Freq,5000,Rs,100.0201122375,0.000150686698702026,Ls,2.805250699e-08,4.188061945766858e-09
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 5000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 5000;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
2024-04-18,16:29:12
---------run finished---------
lcr name:,KeySight E4980A
Name and description of Resistor under test: ,100 ohm no leads
2024-04-18,16:36:41
select the freq range,"[20, 30, 40, 50, 70, 100, 200, 300, 500, 800, 1000, 1591.5494309189535, 2000, 3000, 5000]"
20.0,-0.0001366863089,100.0309821,0.00499729,0.499871
20.0,-0.0001390848279,100.031243,0.00499716,0.49988
20.0,-0.0001291890005,100.0313882,0.00499722,0.499873
20.0,-0.0001377646625,100.0312497,0.00499721,0.499879
20.0,-0.0001369662993,100.0309304,0.00499716,0.499878
20.0,-0.0001324360679,100.0314362,0.00499721,0.499881
20.0,-0.0001362055103,100.0317124,0.00499716,0.499871
20.0,-0.0001364160298,100.0304761,0.00499719,0.49987
20.0,-0.0001338344223,100.0323469,0.00499715,0.499865
20.0,-0.0001293940396,100.0311249,0.00499714,0.49987
20.0,-0.0001378542696,100.0309737,0.00499719,0.499874
20.0,-0.0001329250181,100.0298206,0.00499719,0.499875
20.0,-0.0001333529015,100.0309845,0.00499714,0.499877
20.0,-0.0001341109439,100.0303623,0.00499716,0.499866
20.0,-0.0001311902632,100.031076,0.00499713,0.499876
20.0,-0.0001310621569,100.0316388,0.00499714,0.499875
Freq,20,Rs,100.03110911249999,0.0005831631194045725,Ls,-0.00013427954513749998,3.112297636708173e-06
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 20;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
30.0,-6.969003676e-05,100.0267229,0.00499921,0.500053
30.0,-6.769267639e-05,100.0262076,0.00499913,0.500048
30.0,-6.968270306e-05,100.0257974,0.0049992,0.500054
30.0,-6.880390706e-05,100.0270858,0.00499919,0.500055
30.0,-7.096827286e-05,100.0274095,0.00499923,0.500055
30.0,-6.646773381e-05,100.0266374,0.00499918,0.500049
30.0,-6.8903408e-05,100.0265888,0.00499918,0.500054
30.0,-6.687797838e-05,100.0261475,0.00499923,0.500049
30.0,-6.549873943e-05,100.0263138,0.00499918,0.50005
30.0,-6.479511239e-05,100.0268722,0.00499927,0.500059
30.0,-6.624597221e-05,100.0258221,0.00499926,0.500055
30.0,-6.731684586e-05,100.026409,0.00499924,0.500053
30.0,-6.78106196e-05,100.0259723,0.00499918,0.500055
30.0,-6.415572755e-05,100.0259726,0.0049992,0.500047
30.0,-6.620053941e-05,100.026497,0.00499926,0.50005
30.0,-6.692071048e-05,100.0277341,0.00499913,0.500048
Freq,30,Rs,100.02651187500001,0.000557889330124309,Ls,-6.737693645312499e-05,1.8750786869130522e-06
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 30;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
40.0,-4.255402391e-05,100.0250302,0.00499864,0.499997
40.0,-4.22433229e-05,100.0245539,0.00499871,0.499997
40.0,-4.27408807e-05,100.024802,0.00499875,0.499999
40.0,-4.214119318e-05,100.0247469,0.00499874,0.49999
40.0,-4.235963328e-05,100.0247329,0.00499875,0.499996
40.0,-4.087267657e-05,100.0249815,0.00499871,0.499997
40.0,-4.101057377e-05,100.0241927,0.0049987,0.500002
40.0,-4.245266699e-05,100.025206,0.00499877,0.499995
40.0,-4.273157732e-05,100.0253159,0.00499863,0.499992
40.0,-4.255742622e-05,100.0240188,0.00499865,0.499998
40.0,-4.152343805e-05,100.0252103,0.00499873,0.499993
40.0,-4.199989791e-05,100.0251242,0.00499872,0.499994
40.0,-4.033700013e-05,100.0249435,0.00499876,0.499998
40.0,-4.04896473e-05,100.0253612,0.00499874,0.5
40.0,-4.193708421e-05,100.0244233,0.00499871,0.499997
40.0,-4.28948996e-05,100.0249911,0.00499871,0.499993
Freq,40,Rs,100.02485214999999,0.0003922413049819418,Ls,-4.19278713775e-05,8.310792873072209e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 40;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
50.0,-2.837959647e-05,100.0196789,0.00501435,0.501536
50.0,-2.828538022e-05,100.01978,0.00501433,0.50154
50.0,-3.027048033e-05,100.0204961,0.00501437,0.501537
50.0,-3.08975226e-05,100.020338,0.00501437,0.501538
50.0,-3.018737975e-05,100.0199723,0.0050144,0.501531
50.0,-2.834212265e-05,100.0202002,0.00501434,0.50153
50.0,-2.776307418e-05,100.020278,0.00501441,0.501541
50.0,-2.756490751e-05,100.0209779,0.00501433,0.501539
50.0,-2.677315508e-05,100.0210277,0.00501433,0.501542
50.0,-2.894574949e-05,100.0215565,0.00501433,0.501544
50.0,-2.945505045e-05,100.0206302,0.00501435,0.501538
50.0,-3.158995778e-05,100.0202998,0.00501442,0.501541
50.0,-3.120884741e-05,100.0199589,0.00501439,0.501545
50.0,-2.642988548e-05,100.0208568,0.00501442,0.501535
50.0,-2.448151366e-05,100.0210907,0.00501436,0.501543
50.0,-2.781618667e-05,100.0213731,0.0050144,0.501542
Freq,50,Rs,100.02053219375,0.0005675278747564799,Ls,-2.8649425608125e-05,1.9105909551310515e-06
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 50;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
70.0,-1.345763019e-05,100.0197761,0.00501301,0.5014
70.0,-1.461796721e-05,100.0193236,0.00501302,0.501403
70.0,-1.503974808e-05,100.0197999,0.005013,0.501399
70.0,-1.578472921e-05,100.019464,0.00501299,0.501391
70.0,-1.481479696e-05,100.0194344,0.00501301,0.5014
70.0,-1.347691679e-05,100.0195158,0.00501295,0.501401
70.0,-1.335218713e-05,100.0192188,0.00501305,0.501404
70.0,-1.36567544e-05,100.0199538,0.00501304,0.501391
70.0,-1.470743858e-05,100.0196036,0.005013,0.501392
70.0,-1.503286277e-05,100.0190561,0.00501299,0.5014
70.0,-1.472312927e-05,100.0193003,0.00501295,0.501401
70.0,-1.412139322e-05,100.0190072,0.00501304,0.501392
70.0,-1.57009067e-05,100.0189268,0.00501298,0.501396
70.0,-1.332349268e-05,100.0198511,0.005013,0.501397
70.0,-1.417243624e-05,100.0192592,0.00501301,0.501398
70.0,-1.304651039e-05,100.019349,0.00501293,0.501399
Freq,70,Rs,100.01942748125,0.0003084508328572911,Ls,-1.431430623875e-05,8.653056129251241e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 70;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
100.0,-7.476286896e-06,100.0195706,0.00500971,0.501064
100.0,-7.697528779e-06,100.0194047,0.00500963,0.501067
100.0,-7.735911572e-06,100.0188964,0.00500967,0.501067
100.0,-8.196003202e-06,100.0187448,0.00500969,0.501066
100.0,-7.287670581e-06,100.0189098,0.00500972,0.501066
100.0,-7.173325499e-06,100.0193934,0.00500968,0.501072
100.0,-8.081822395e-06,100.0199132,0.00500971,0.501069
100.0,-7.598708493e-06,100.0193913,0.00500971,0.501065
100.0,-7.337361925e-06,100.0196982,0.00500972,0.501073
100.0,-7.65090828e-06,100.0195816,0.00500971,0.501067
100.0,-7.452561802e-06,100.0189854,0.00500967,0.501073
100.0,-7.041979092e-06,100.0193001,0.00500971,0.501066
100.0,-7.061902874e-06,100.0199777,0.00500967,0.501067
100.0,-8.083486398e-06,100.0194456,0.00500972,0.501063
100.0,-7.530604382e-06,100.0194364,0.00500972,0.501072
100.0,-7.744530604e-06,100.0192264,0.00500968,0.501069
Freq,100,Rs,100.019367225,0.000353051677992088,Ls,-7.571912048375e-06,3.513164908793226e-07
":SOUR:DCS:STAT OFF;:BIAS:STAT OFF;:COMP:BIN:COUN:CLE;:LIST:CLE:ALL;:COMP:BIN:CLE;:AMPL:ALC OFF;:APER LONG,1;:BIAS:POL:AUTO OFF;:BIAS:RANG:AUTO ON;:BIAS:VOLT:LEV 0;:COMP:ABIN OFF;:COMP:BIN:COUN:STAT OFF;:COMP:MODE PTOL;:COMP:SLIM -9.9e+037,9.9e+037;:COMP:STAT OFF;:COMP:SWAP OFF;:COMP:TOL:NOM 0;:DISP:ENAB ON;:DISP:LINE """";:DISP:WIND:TEXT1:DATA:FMSD:DATA 1e-009;:DISP:WIND:TEXT2:DATA:FMSD:DATA 1e-009;:FORM:ASC:LONG ON;:FORM:BORD NORM;:FORM:DATA ASC,64;:FREQ:CW 100;:FUNC:DEV1:MODE OFF;:FUNC:DEV1:REF:VAL 0;:FUNC:DEV2:MODE OFF;:FUNC:DEV2:REF:VAL 0;:FUNC:IMP:TYPE LSRS;:FUNC:SMON:IDC:STAT OFF;:FUNC:SMON:VDC:STAT OFF;:INIT:CONT OFF;:LIST:MODE SEQ;:LIST:STIM:TYPE FREQ,NONE;:SOUR:DCS:VOLT:LEV 0;:TRIG:DEL 0;:TRIG:SOUR INT;:TRIG:TDEL 0;:VOLT:LEV 1;:DISP:WIND:TEXT1:DATA:FMSD:STAT OFF;:DISP:WIND:TEXT2:DATA:FMSD:STAT OFF;:FUNC:DCR:RANG:VAL 100;:FUNC:IMP:RANG:VAL 100;:OUTP:DC:ISOL:LEV:VAL 0.02;:OUTP:DC:ISOL:STAT OFF;:FUNC:DCR:RANG:AUTO ON;:FUNC:IMP:RANG:AUTO ON;:OUTP:DC:ISOL:LEV:AUTO ON;:DISP:PAGE MEASurement;
"
200.0,-6.700262996e-06,100.0219317,0.00500477,0.500584
200.0,-6.401035794e-06,100.0215786,0.00500465,0.50058
200.0,-6.767133823e-06,100.022101,0.00500472,0.500585
200.0,-6.576113508e-06,100.021907,0.00500475,0.500583
200.0,-6.511315447e-06,100.0212968,0.00500477,0.500585
200.0,-6.320309055e-06,100.0216811,0.00500471,0.500581
200.0,-6.430001445e-06,100.0218902,0.00500479,0.500586
200.0,-6.540863488e-06,100.0219082,0.0050047,0.500585
200.0,-6.509769658e-06,100.0219581,0.00500473,0.500588
200.0,-6.538280452e-06,100.0219263,0.00500475,0.500585
200.0,-6.210725821e-06,100.0218396,0.00500481,0.500587
200.0,-6.619110879e-06,100.0218886,0.00500481,0.500592
200.0,-6.532522089e-06,100.0215203,0.00500473,0.50058
200.0,-6.424914051e-06,100.0216674,0.00500479,0.500589
200.0,-6.66031435e-06,100.0218687,0.00500469,0.500587
200.0,-6.586274723e-06,100.0217377,0.00500482,0.50059
Freq,200,Rs,100.02179383125,0.00020162274580307838,Ls,-6.5205592236875e-06,1.4107773594438496e-07
